tweet_id,rating_numerator,rating_denominator,name,dog_stage,p1,p1_confidence,p1_dog,p2,p2_confidence,p2_dog,p3,p3_confidence,p3_dog,retweet_count,favorite_count,year,month,day
887101392804085760,12.0,10.0,NULL,,Samoyed,0.734,True,Eskimo_dog,0.035,True,Staffordshire_bullterrier,0.03,True,4998.0,27006.0,2017,July,Tuesday
886983233522544640,13.0,10.0,Maya,,Chihuahua,0.793,True,toy_terrier,0.144,True,can_opener,0.032,False,6326.0,30414.0,2017,July,Monday
886736880519319552,13.0,10.0,Mingus,,kuvasz,0.31,True,Great_Pyrenees,0.186,True,Dandie_Dinmont,0.086,True,2635.0,10506.0,2017,July,Sunday
886366144734445568,12.0,10.0,Roscoe,pupper,French_bulldog,0.999,True,Chihuahua,0.0,True,Boston_bull,0.0,True,2634.0,18563.0,2017,July,Saturday
886267009285017600,12.0,10.0,NULL,,,,,,,,,,,4.0,105.0,2017,July,Saturday
886258384151887873,13.0,10.0,Waffles,,pug,0.944,True,shower_cap,0.025,False,Siamese_cat,0.003,False,5298.0,24553.0,2017,July,Saturday
885984800019947520,12.0,10.0,Jimbo,,Blenheim_spaniel,0.972,True,Shih-Tzu,0.007,True,Bernese_mountain_dog,0.006,True,5621.0,28635.0,2017,July,Friday
885528943205470208,13.0,10.0,Maisey,,pug,0.369,True,Labrador_retriever,0.266,True,kuvasz,0.135,True,5336.0,31625.0,2017,July,Thursday
885518971528720385,14.0,10.0,NULL,,,,,,,,,,,3110.0,18019.0,2017,July,Thursday
885167619883638784,13.0,10.0,NULL,,malamute,0.812,True,Siberian_husky,0.072,True,Eskimo_dog,0.056,True,3672.0,19274.0,2017,July,Wednesday
884925521741709313,12.0,10.0,Earl,,Italian_greyhound,0.26,True,American_Staffordshire_terrier,0.198,True,Staffordshire_bullterrier,0.128,True,15046.0,67374.0,2017,July,Wednesday
884876753390489601,13.0,10.0,Lola,,chow,0.822,True,Norwich_terrier,0.106,True,Norfolk_terrier,0.037,True,4677.0,24415.0,2017,July,Tuesday
884562892145688576,13.0,10.0,Kevin,,pug,0.546,True,French_bulldog,0.404,True,Brabancon_griffon,0.044,True,3918.0,21346.0,2017,July,Tuesday
884441805382717440,14.0,10.0,NULL,,Pembroke,0.993,True,Cardigan,0.003,True,Chihuahua,0.002,True,,,2017,July,Monday
884247878851493888,13.0,10.0,NULL,,,,,,,,,,,,,2017,July,Monday
884162670584377345,12.0,10.0,Yogi,doggo,German_shepherd,0.707,True,malinois,0.199,True,Norwegian_elkhound,0.049,True,2509.0,17960.0,2017,July,Sunday
883838122936631299,12.0,10.0,Noah,,Doberman,0.611,True,miniature_pinscher,0.3,True,kelpie,0.063,True,2867.0,19197.0,2017,July,Sunday
883482846933004288,5.0,10.0,Bella,,golden_retriever,0.943,True,Labrador_retriever,0.032,True,kuvasz,0.006,True,8279.0,40251.0,2017,July,Saturday
883360690899218434,13.0,10.0,Grizzwald,floofer,chow,0.988,True,Tibetan_mastiff,0.007,True,Newfoundland,0.002,True,3086.0,19967.0,2017,July,Friday
883117836046086144,13.0,10.0,NULL,,golden_retriever,0.95,True,Labrador_retriever,0.046,True,kuvasz,0.002,True,5543.0,32543.0,2017,July,Friday
882992080364220416,13.0,10.0,Rusty,,Eskimo_dog,0.467,True,Siberian_husky,0.406,True,dingo,0.073,False,3250.0,21001.0,2017,July,Thursday
882762694511734784,12.0,10.0,Gus,pupper,Labrador_retriever,0.85,True,Chesapeake_Bay_retriever,0.074,True,flat-coated_retriever,0.016,True,4106.0,24826.0,2017,July,Thursday
882627270321602560,13.0,10.0,Stanley,,Pembroke,0.543,True,Chihuahua,0.252,True,Cardigan,0.108,True,5072.0,24622.0,2017,July,Wednesday
882268110199369728,13.0,10.0,Alfy,,golden_retriever,0.762,True,Labrador_retriever,0.099,True,cocker_spaniel,0.017,True,9649.0,39237.0,2017,July,Tuesday
882045870035918850,13.0,10.0,Koko,,web_site,0.95,False,dhole,0.017,False,golden_retriever,0.007,True,4089.0,25755.0,2017,July,Tuesday
881906580714921986,12.0,10.0,Rey,,Weimaraner,0.292,True,Chesapeake_Bay_retriever,0.279,True,koala,0.127,False,2858.0,21461.0,2017,July,Monday
881666595344535552,13.0,10.0,Gary,pupper,Saluki,0.529,True,Afghan_hound,0.25,True,golden_retriever,0.161,True,8969.0,44590.0,2017,July,Monday
881633300179243008,17.0,10.0,NULL,,,,,,,,,,,8.0,113.0,2017,July,Sunday
881536004380872706,14.0,10.0,NULL,pupper,Samoyed,0.281,True,Angora,0.272,False,Persian_cat,0.115,False,13419.0,43491.0,2017,July,Sunday
880872448815771648,12.0,10.0,NULL,,Pembroke,0.791,True,Norwich_terrier,0.061,True,Chihuahua,0.034,True,3205.0,18723.0,2017,June,Friday
880465832366813184,12.0,10.0,Bella,,golden_retriever,0.913,True,Labrador_retriever,0.026,True,cocker_spaniel,0.009,True,5221.0,25042.0,2017,June,Thursday
880221127280381952,12.0,10.0,Jesse,,Chihuahua,0.239,True,meerkat,0.104,False,clumber,0.053,True,3474.0,23687.0,2017,June,Thursday
880095782870896641,11.0,10.0,NULL,,miniature_pinscher,0.12,True,Rhodesian_ridgeback,0.106,True,beagle,0.106,True,3658.0,24360.0,2017,June,Wednesday
879862464715927552,13.0,10.0,Romeo,,basset,0.814,True,beagle,0.147,True,cocker_spaniel,0.009,True,2935.0,19727.0,2017,June,Wednesday
879674319642796034,14.0,10.0,NULL,,,,,,,,,,,9.0,282.0,2017,June,Tuesday
879492040517615616,12.0,10.0,Bailey,,German_short-haired_pointer,0.48,True,vizsla,0.124,True,bath_towel,0.073,False,2630.0,20720.0,2017,June,Tuesday
879415818425184262,13.0,10.0,Duddles,,English_springer,0.383,True,Boston_bull,0.135,True,Cardigan,0.11,True,37496.0,92960.0,2017,June,Monday
879376492567855104,12.0,10.0,Jack,,tricycle,0.664,False,Labrador_retriever,0.033,True,Pembroke,0.019,True,2655.0,14873.0,2017,June,Monday
879008229531029506,13.0,10.0,Beau,,vizsla,0.961,True,miniature_pinscher,0.009,True,American_Staffordshire_terrier,0.009,True,2246.0,16802.0,2017,June,Sunday
878776093423087618,13.0,10.0,Snoopy,,Italian_greyhound,0.735,True,whippet,0.15,True,Ibizan_hound,0.04,True,3441.0,17150.0,2017,June,Sunday
878604707211726852,13.0,10.0,NULL,,,,,,,,,,,5936.0,26463.0,2017,June,Saturday
878281511006478336,13.0,10.0,Shadow,,basset,0.32,True,collie,0.216,True,Appenzeller,0.129,True,1079.0,6789.0,2017,June,Friday
878057613040115712,14.0,10.0,Emmy,,French_bulldog,0.839,True,Boston_bull,0.079,True,toy_terrier,0.015,True,5749.0,37173.0,2017,June,Friday
877736472329191424,13.0,10.0,Aja,,Chesapeake_Bay_retriever,0.838,True,Labrador_retriever,0.062,True,Weimaraner,0.041,True,15842.0,69393.0,2017,June,Thursday
877556246731214848,12.0,10.0,Penny,,basset,0.995,True,Welsh_springer_spaniel,0.002,True,bathtub,0.0,False,3174.0,19918.0,2017,June,Wednesday
877316821321428993,13.0,10.0,Dante,,Saluki,0.51,True,Italian_greyhound,0.09,True,golden_retriever,0.079,True,4353.0,24155.0,2017,June,Wednesday
877201837425926144,12.0,10.0,Nelly,,Pembroke,0.931,True,Cardigan,0.069,True,basenji,0.0,True,4639.0,23889.0,2017,June,Tuesday
876838120628539392,12.0,10.0,Ginger,pupper,bloodhound,0.576,True,redbone,0.241,True,Tibetan_mastiff,0.089,True,2807.0,18238.0,2017,June,Monday
876537666061221889,14.0,10.0,NULL,doggo,,,,,,,,,,3977.0,21062.0,2017,June,Sunday
876484053909872640,13.0,10.0,Benedict,,golden_retriever,0.875,True,Irish_terrier,0.037,True,chow,0.017,True,2005.0,16582.0,2017,June,Sunday
876120275196170240,13.0,10.0,Venti,puppo,Bernese_mountain_dog,0.534,True,Saint_Bernard,0.346,True,Greater_Swiss_Mountain_dog,0.095,True,3910.0,24709.0,2017,June,Saturday
875747767867523072,13.0,10.0,Goose,,Labrador_retriever,0.8,True,Chesapeake_Bay_retriever,0.18,True,vizsla,0.005,True,3588.0,22129.0,2017,June,Friday
875144289856114688,13.0,10.0,Nugget,,Siberian_husky,0.245,True,Pembroke,0.224,True,dingo,0.161,False,4160.0,19426.0,2017,June,Thursday
875097192612077568,13.0,10.0,NULL,,,,,,,,,,,5125.0,24254.0,2017,June,Wednesday
875021211251597312,12.0,10.0,NULL,,West_Highland_white_terrier,0.714,True,Siberian_husky,0.092,True,Great_Pyrenees,0.046,True,3980.0,22572.0,2017,June,Wednesday
874680097055178752,12.0,10.0,Cash,,Labrador_retriever,0.836,True,Staffordshire_bullterrier,0.047,True,beagle,0.036,True,3925.0,24627.0,2017,June,Tuesday
874296783580663808,13.0,10.0,Jed,pupper,cocker_spaniel,0.437,True,miniature_poodle,0.277,True,toy_poodle,0.157,True,3488.0,22985.0,2017,June,Monday
874057562936811520,12.0,10.0,NULL,,flat-coated_retriever,0.832,True,black-and-tan_coonhound,0.04,True,Newfoundland,0.028,True,3383.0,20139.0,2017,June,Monday
874012996292530176,13.0,10.0,Sebastian,puppo,Cardigan,0.807,True,Pembroke,0.117,True,kelpie,0.049,True,8603.0,30154.0,2017,June,Sunday
873580283840344065,13.0,10.0,NULL,,Newfoundland,0.679,True,Tibetan_mastiff,0.244,True,chow,0.049,True,3346.0,21405.0,2017,June,Saturday
873213775632977920,12.0,10.0,Sierra,pupper,vizsla,0.62,True,bloodhound,0.338,True,Chesapeake_Bay_retriever,0.013,True,,,2017,June,Friday
872967104147763200,12.0,10.0,NULL,doggo,Labrador_retriever,0.477,True,Chesapeake_Bay_retriever,0.174,True,German_short-haired_pointer,0.093,True,4569.0,24106.0,2017,June,Friday
872820683541237760,13.0,10.0,NULL,,pug,0.999,True,French_bulldog,0.001,True,bull_mastiff,0.0,True,3170.0,13080.0,2017,June,Thursday
872620804844003328,13.0,10.0,Monkey,,cocker_spaniel,0.513,True,Sussex_spaniel,0.159,True,standard_poodle,0.15,True,3070.0,18348.0,2017,June,Thursday
872486979161796608,12.0,10.0,NULL,,Pembroke,0.932,True,Cardigan,0.038,True,Chihuahua,0.012,True,7726.0,36133.0,2017,June,Wednesday
872261713294495745,13.0,10.0,Harry,,Labrador_retriever,0.972,True,flat-coated_retriever,0.008,True,Chesapeake_Bay_retriever,0.007,True,,,2017,June,Wednesday
872122724285648897,12.0,10.0,Kody,,basketball,0.808,False,pug,0.067,True,dalmatian,0.055,True,6838.0,30259.0,2017,June,Tuesday
871879754684805121,13.0,10.0,Lassie,puppo,Shetland_sheepdog,0.969,True,collie,0.018,True,Pomeranian,0.009,True,9260.0,33145.0,2017,June,Tuesday
871762521631449091,12.0,10.0,Rover,pupper,Labrador_retriever,0.921,True,golden_retriever,0.065,True,bloodhound,0.003,True,2973.0,17903.0,2017,June,Monday
871515927908634625,12.0,10.0,Napolean,doggo,komondor,0.975,True,briard,0.02,True,swab,0.003,False,2947.0,17912.0,2017,June,Sunday
871102520638267392,14.0,10.0,NULL,doggo,,,,,,,,,,4691.0,18564.0,2017,June,Saturday
871032628920680449,13.0,10.0,Boomer,,kelpie,0.398,True,macaque,0.069,False,dingo,0.051,False,3231.0,20175.0,2017,June,Saturday
870726314365509632,10.0,10.0,NULL,,,,,,,,,,,3.0,105.0,2017,June,Friday
870656317836468226,13.0,10.0,Cody,,Pembroke,0.945,True,Cardigan,0.046,True,beagle,0.004,True,2215.0,10899.0,2017,June,Friday
870374049280663552,13.0,10.0,Zoey,,golden_retriever,0.841,True,Great_Pyrenees,0.099,True,Labrador_retriever,0.033,True,22773.0,74018.0,2017,June,Thursday
870308999962521604,13.0,10.0,Rumble,,Greater_Swiss_Mountain_dog,0.623,True,Appenzeller,0.158,True,EntleBucher,0.148,True,3554.0,19501.0,2017,June,Thursday
869772420881756160,13.0,10.0,Dewey,,Pembroke,0.98,True,Cardigan,0.019,True,malamute,0.0,True,8707.0,38067.0,2017,May,Wednesday
869702957897576449,13.0,10.0,Stanley,,Pembroke,0.993,True,Cardigan,0.006,True,Chihuahua,0.0,True,5392.0,25088.0,2017,May,Tuesday
869596645499047938,12.0,10.0,Scout,doggo,Chihuahua,0.955,True,toy_terrier,0.008,True,muzzle,0.006,False,2642.0,14231.0,2017,May,Tuesday
869227993411051520,13.0,10.0,Gizmo,,Pembroke,0.664,True,Chihuahua,0.169,True,Cardigan,0.133,True,3202.0,18156.0,2017,May,Monday
868880397819494401,14.0,10.0,Walter,,laptop,0.154,False,French_bulldog,0.1,True,printer,0.077,False,12279.0,58045.0,2017,May,Sunday
868622495443632128,13.0,10.0,NULL,,Labrador_retriever,0.868,True,Great_Pyrenees,0.061,True,Saint_Bernard,0.033,True,4483.0,23668.0,2017,May,Sunday
868552278524837888,12.0,10.0,Cooper,,whippet,0.378,True,Italian_greyhound,0.276,True,American_Staffordshire_terrier,0.095,True,1757.0,8980.0,2017,May,Saturday
867900495410671616,12.0,10.0,NULL,,Labrador_retriever,0.523,True,kuvasz,0.332,True,dalmatian,0.032,True,,,2017,May,Friday
867774946302451713,13.0,10.0,Harold,,Border_collie,0.662,True,Cardigan,0.176,True,collie,0.087,True,6263.0,30313.0,2017,May,Thursday
867421006826221569,12.0,10.0,Shikha,puppo,Eskimo_dog,0.616,True,Siberian_husky,0.381,True,malamute,0.002,True,2119.0,14361.0,2017,May,Wednesday
867051520902168576,13.0,10.0,NULL,,Samoyed,0.471,True,Pekinese,0.302,True,Pomeranian,0.157,True,6797.0,28740.0,2017,May,Tuesday
866720684873056260,13.0,10.0,NULL,,,,,,,,,,,4137.0,17893.0,2017,May,Monday
866686824827068416,12.0,10.0,Lili,puppo,flat-coated_retriever,0.515,True,groenendael,0.306,True,curly-coated_retriever,0.061,True,2975.0,17147.0,2017,May,Monday
866450705531457537,13.0,10.0,Jamesy,pupper,French_bulldog,0.905,True,Boston_bull,0.078,True,pug,0.002,True,30257.0,109001.0,2017,May,Monday
866334964761202691,12.0,10.0,Coco,,Samoyed,0.984,True,Pomeranian,0.008,True,keeshond,0.003,True,12227.0,46664.0,2017,May,Sunday
865718153858494464,13.0,10.0,Boomer,,golden_retriever,0.674,True,kuvasz,0.158,True,Labrador_retriever,0.126,True,4861.0,22958.0,2017,May,Friday
865359393868664832,13.0,10.0,Sammy,,Chesapeake_Bay_retriever,0.832,True,Labrador_retriever,0.164,True,Weimaraner,0.003,True,4300.0,23638.0,2017,May,Friday
865006731092295680,13.0,10.0,Nelly,,Pembroke,0.99,True,Cardigan,0.01,True,basenji,0.0,True,6686.0,25067.0,2017,May,Thursday
864279568663928832,12.0,10.0,Meatball,,bull_mastiff,0.669,True,French_bulldog,0.181,True,Staffordshire_bullterrier,0.052,True,2589.0,13088.0,2017,May,Tuesday
864197398364647424,13.0,10.0,Paisley,,golden_retriever,0.946,True,Labrador_retriever,0.021,True,Tibetan_mastiff,0.02,True,7600.0,26673.0,2017,May,Monday
863553081350529029,13.0,10.0,Neptune,,Eskimo_dog,0.413,True,malamute,0.348,True,Siberian_husky,0.15,True,3642.0,13699.0,2017,May,Sunday
863432100342583297,12.0,10.0,Belle,,Staffordshire_bullterrier,0.691,True,French_bulldog,0.103,True,beagle,0.079,True,,,2017,May,Saturday
863427515083354112,12.0,10.0,NULL,,,,,,,,,,,80.0,1961.0,2017,May,Saturday
863079547188785154,14.0,10.0,NULL,,Lakeland_terrier,0.275,True,Airedale,0.191,True,teddy,0.103,False,954.0,7914.0,2017,May,Friday
863062471531167744,13.0,10.0,Quinn,,French_bulldog,0.936,True,pug,0.06,True,boxer,0.001,True,2093.0,7539.0,2017,May,Friday
862831371563274240,13.0,10.0,Zooey,,Australian_terrier,0.207,True,Irish_terrier,0.156,True,German_shepherd,0.124,True,4466.0,17233.0,2017,May,Friday
862722525377298433,11.0,10.0,Dave,,basset,0.393,True,beagle,0.242,True,boxer,0.078,True,3093.0,15350.0,2017,May,Thursday
862096992088072192,13.0,10.0,NULL,,chow,0.678,True,Pomeranian,0.271,True,Pekinese,0.038,True,20033.0,66394.0,2017,May,Wednesday
861383897657036800,13.0,10.0,Hobbes,,Cardigan,0.771,True,Pembroke,0.137,True,French_bulldog,0.063,True,9282.0,32333.0,2017,May,Monday
861288531465048066,13.0,10.0,NULL,,syringe,0.145,False,oxygen_mask,0.107,False,Bouvier_des_Flandres,0.083,True,3595.0,15366.0,2017,May,Sunday
861005113778896900,12.0,10.0,Burt,,German_shepherd,0.508,True,Pembroke,0.136,True,muzzle,0.076,False,3344.0,15016.0,2017,May,Saturday
860563773140209665,13.0,10.0,Lorenzo,,Cardigan,0.584,True,Pembroke,0.056,True,beagle,0.046,True,1859.0,6737.0,2017,May,Friday
860524505164394496,13.0,10.0,Carl,,Bedlington_terrier,0.287,True,toy_poodle,0.235,True,Lakeland_terrier,0.088,True,4611.0,21289.0,2017,May,Friday
859924526012018688,12.0,10.0,Milky,,French_bulldog,0.255,True,Staffordshire_bullterrier,0.193,True,hog,0.1,False,3592.0,17642.0,2017,May,Thursday
859851578198683649,13.0,10.0,Trooper,,Labrador_retriever,0.899,True,golden_retriever,0.047,True,kuvasz,0.023,True,3073.0,13989.0,2017,May,Wednesday
859607811541651456,13.0,10.0,NULL,puppo,golden_retriever,0.896,True,Irish_setter,0.024,True,Labrador_retriever,0.019,True,1368.0,16861.0,2017,May,Wednesday
859196978902773760,12.0,10.0,quite,,Angora,0.224,False,malamute,0.216,True,Persian_cat,0.128,False,26334.0,80677.0,2017,May,Tuesday
858843525470990336,13.0,10.0,NULL,puppo,golden_retriever,0.578,True,Labrador_retriever,0.286,True,bloodhound,0.027,True,3032.0,14145.0,2017,May,Monday
858471635011153920,13.0,10.0,Sophie,,Pembroke,0.987,True,Cardigan,0.009,True,basenji,0.003,True,4270.0,19514.0,2017,April,Sunday
858107933456039936,12.0,10.0,Wyatt,,golden_retriever,0.864,True,Labrador_retriever,0.016,True,doormat,0.011,False,2542.0,14258.0,2017,April,Friday
857989990357356544,12.0,10.0,Rosie,,French_bulldog,0.433,True,English_springer,0.326,True,Lakeland_terrier,0.043,True,2271.0,14513.0,2017,April,Friday
857746408056729600,13.0,10.0,Thor,,Labrador_retriever,0.92,True,beagle,0.044,True,golden_retriever,0.023,True,9367.0,30863.0,2017,April,Friday
857393404942143489,13.0,10.0,NULL,,malamute,0.842,True,Siberian_husky,0.074,True,Eskimo_dog,0.072,True,1444.0,5316.0,2017,April,Thursday
857263160327368704,13.0,10.0,Oscar,,Samoyed,0.998,True,Pomeranian,0.001,True,keeshond,0.0,True,3992.0,18275.0,2017,April,Wednesday
857214891891077121,12.0,10.0,NULL,,,,,,,,,,,16.0,204.0,2017,April,Wednesday
857029823797047296,12.0,10.0,Zeke,,golden_retriever,0.969,True,Labrador_retriever,0.01,True,Saluki,0.004,True,3499.0,17078.0,2017,April,Wednesday
856543823941562368,12.0,10.0,Callie,,Boston_bull,0.307,True,Siamese_cat,0.191,False,Chihuahua,0.189,True,2555.0,14856.0,2017,April,Monday
856526610513747968,14.0,10.0,NULL,,Old_English_sheepdog,0.798,True,Tibetan_terrier,0.061,True,standard_poodle,0.041,True,1657.0,10849.0,2017,April,Monday
856288084350160898,14.0,10.0,NULL,,,,,,,,,,,15.0,489.0,2017,April,Sunday
856282028240666624,14.0,10.0,Cermet,,Chihuahua,0.877,True,Italian_greyhound,0.033,True,Cardigan,0.021,True,5592.0,25287.0,2017,April,Sunday
855862651834028034,420.0,10.0,NULL,,,,,,,,,,,21.0,303.0,2017,April,Saturday
855860136149123072,666.0,10.0,NULL,,,,,,,,,,,853.0,4423.0,2017,April,Saturday
855857698524602368,13.0,10.0,NULL,,,,,,,,,,,1867.0,10868.0,2017,April,Saturday
855851453814013952,13.0,10.0,NULL,puppo,flat-coated_retriever,0.322,True,Labrador_retriever,0.115,True,groenendael,0.096,True,16156.0,41942.0,2017,April,Saturday
855818117272018944,13.0,10.0,NULL,,,,,,,,,,,4825.0,24314.0,2017,April,Saturday
855459453768019968,12.0,10.0,quite,,Blenheim_spaniel,0.39,True,Pekinese,0.188,True,Japanese_spaniel,0.083,True,7320.0,27141.0,2017,April,Friday
854732716440526848,12.0,10.0,Marlee,,Pembroke,0.696,True,Cardigan,0.059,True,chow,0.028,True,5369.0,20723.0,2017,April,Wednesday
854482394044301312,13.0,10.0,Arya,,Chihuahua,0.26,True,toy_poodle,0.189,True,Labrador_retriever,0.144,True,6041.0,26635.0,2017,April,Tuesday
854365224396361728,13.0,10.0,Einstein,,Pembroke,0.907,True,Cardigan,0.086,True,Chihuahua,0.001,True,4166.0,17224.0,2017,April,Tuesday
854120357044912130,14.0,10.0,NULL,pupper,black-and-tan_coonhound,0.855,True,Doberman,0.051,True,bluetick,0.022,True,6604.0,29281.0,2017,April,Monday
854010172552949760,11.0,10.0,NULL,doggo,English_springer,0.355,True,collie,0.178,True,Border_collie,0.132,True,2801.0,14859.0,2017,April,Monday
853760880890318849,12.0,10.0,Alice,,miniature_pinscher,0.293,True,Chihuahua,0.121,True,Rottweiler,0.119,True,5122.0,26131.0,2017,April,Monday
853639147608842240,13.0,10.0,NULL,,German_shepherd,0.51,True,malinois,0.237,True,kelpie,0.047,True,8901.0,31607.0,2017,April,Sunday
852912242202992640,12.0,10.0,Benny,,Great_Dane,0.784,True,Rhodesian_ridgeback,0.114,True,English_foxhound,0.046,True,1603.0,8269.0,2017,April,Friday
852672615818899456,12.0,10.0,Aspen,,golden_retriever,0.711,True,otterhound,0.068,True,Sussex_spaniel,0.047,True,1917.0,13671.0,2017,April,Thursday
852553447878664193,13.0,10.0,Jarod,,bloodhound,0.186,True,Brabancon_griffon,0.139,True,Rottweiler,0.126,True,3128.0,14922.0,2017,April,Thursday
852189679701164033,12.0,10.0,Sailor,,barrow,0.423,False,Bernese_mountain_dog,0.415,True,EntleBucher,0.067,True,1421.0,10586.0,2017,April,Wednesday
851591660324737024,11.0,10.0,NULL,,Cardigan,0.395,True,Chihuahua,0.077,True,French_bulldog,0.077,True,3136.0,14986.0,2017,April,Tuesday
851224888060895234,13.0,10.0,Snoop,,car_mirror,0.972,False,seat_belt,0.007,False,standard_poodle,0.006,True,5183.0,19076.0,2017,April,Monday
850753642995093505,11.0,10.0,Kyle,,pug,0.997,True,bull_mastiff,0.001,True,French_bulldog,0.001,True,8110.0,28209.0,2017,April,Saturday
850380195714523136,13.0,10.0,Leo,,Yorkshire_terrier,0.249,True,Maltese_dog,0.166,True,Shih-Tzu,0.142,True,2336.0,12103.0,2017,April,Friday
850333567704068097,13.0,10.0,NULL,,,,,,,,,,,301.0,3199.0,2017,April,Friday
850145622816686080,11.0,10.0,Riley,,tennis_ball,0.715,False,kelpie,0.105,True,malinois,0.059,True,3404.0,15077.0,2017,April,Friday
850019790995546112,12.0,10.0,Boomer,pupper,Shetland_sheepdog,0.76,True,collie,0.107,True,Pembroke,0.052,True,4389.0,18820.0,2017,April,Thursday
849776966551130114,12.0,10.0,NULL,,Chihuahua,0.292,True,toy_terrier,0.137,True,bonnet,0.103,False,6844.0,27969.0,2017,April,Thursday
849412302885593088,12.0,10.0,Noosh,,schipperke,0.908,True,crossword_puzzle,0.018,False,Chihuahua,0.016,True,2840.0,14695.0,2017,April,Wednesday
848690551926992896,12.0,10.0,NULL,,flat-coated_retriever,0.824,True,Newfoundland,0.101,True,groenendael,0.038,True,3935.0,23310.0,2017,April,Monday
848324959059550208,12.0,10.0,Odin,,malamute,0.545,True,Siberian_husky,0.29,True,Eskimo_dog,0.154,True,4173.0,22876.0,2017,April,Sunday
848213670039564288,11.0,10.0,NULL,puppo,,,,,,,,,,648.0,7549.0,2017,April,Saturday
848212111729840128,6.0,10.0,Jerry,,Bedlington_terrier,0.333,True,Ibizan_hound,0.246,True,wallaby,0.132,False,2725.0,15064.0,2017,April,Saturday
847842811428974592,12.0,10.0,Rontu,,Bernese_mountain_dog,0.951,True,Greater_Swiss_Mountain_dog,0.017,True,Appenzeller,0.011,True,1194.0,5024.0,2017,March,Friday
847617282490613760,13.0,10.0,NULL,,,,,,,,,,,376.0,6476.0,2017,March,Friday
847606175596138505,12.0,10.0,Cannon,,Cardigan,0.414,True,Boston_bull,0.382,True,doormat,0.066,False,3102.0,17381.0,2017,March,Friday
